time,decision_mode,window_start,window_end,current_ti_C,current_tsp_C,mean_abs_error_C,mean_error_C,max_abs_error_C,power_mean_W,power_std_W,last_power_W,energy_kWh,error_sign_changes,Ta_now_C,Ta_future_C,Ta_mean_future_C,Ta_delta_next_1h_C,next_habit_label,next_habit_type,minutes_to_next_habit,kp_before,ki_before,kd_before,setpoint_before_C,comfort_weight_before,energy_weight_before,response_weight_before,weighted_cost_before,action,decision_source,reason,rationale,kp_after,ki_after,kd_after,setpoint_after_C,comfort_weight_after,energy_weight_after,response_weight_after,weighted_cost_after
2026-04-02 00:10:00,proactive,2026-04-02 00:05:00,2026-04-02 00:09:00,25.328184999705748,39.0,14.6985653520511,14.6985653520511,15.7451324720688,14.248294791727968,0.0034104165440616892,14.241473958639846,0.0011873578993106641,0,20.43,20.0,20.352459016393443,-0.4299999999999997,none,none,-1,1.0,2.5,0.0,39.0,0.34,0.33,0.33,73.46017825886516,set_cost_weights,agent,"Forecast shows a significant temperature increase in the afternoon, and the next on-peak period is approaching. Raising energy weight to prepare for higher costs while maintaining comfort and response.","Forecast shows a significant temperature increase in the afternoon, and the next on-peak period is approaching. Raising energy weight to prepare for higher costs while maintaining comfort and response.",1.0,2.5,0.0,39.0,0.35,0.35,0.3,75.62089396281186
2026-04-02 00:20:00,proactive,2026-04-02 00:15:00,2026-04-02 00:19:00,29.75974437939411,39.0,10.065660789025992,10.065660789025992,10.907135430291152,13.93076494749705,0.011585092389126889,13.909436188046172,0.0011608970789580872,0,20.43,20.0,20.281967213114754,-0.4299999999999997,none,none,-1,1.0,2.5,0.0,39.0,0.35,0.35,0.3,35.465197829969036,set_cost_weights,agent,"Increased comfort weight due to upcoming cooler preference at night and evening high temperature demand, while maintaining a balance with energy savings.","Increased comfort weight due to upcoming cooler preference at night and evening high temperature demand, while maintaining a balance with energy savings.",1.0,2.5,0.0,39.0,0.45,0.35,0.2,45.59695047584747
2026-04-02 00:30:00,proactive,2026-04-02 00:25:00,2026-04-02 00:29:00,33.31919706255985,39.0,6.329135535543993,6.329135535543993,6.995851207341104,13.501637247916213,0.10193343239233547,13.353335673462036,0.001125136437326351,0,20.43,20.0,20.211475409836066,-0.4299999999999997,none,none,-1,1.0,2.5,0.0,39.0,0.45,0.35,0.2,18.03002869353002,set_cost_weights,agent,"Forecast shows a significant temperature increase in the evening, raising comfort weight to prepare for higher outdoor temperatures. Tariff schedule indicates on-peak hours during this period, further justifying increased comfort focus.","Forecast shows a significant temperature increase in the evening, raising comfort weight to prepare for higher outdoor temperatures. Tariff schedule indicates on-peak hours during this period, further justifying increased comfort focus.",1.0,2.5,0.0,39.0,0.5,0.3,0.2,20.032363956675642
2026-04-02 00:40:00,proactive,2026-04-02 00:35:00,2026-04-02 00:39:00,35.97238144454145,39.0,3.4964292156843255,3.4964292156843255,3.982478341263125,12.625897985607878,0.13876297497925155,12.428564448272326,0.0010521581654673233,0,20.43,20.0,20.140983606557377,-0.4299999999999997,none,none,-1,1.0,2.5,0.0,39.0,0.5,0.3,0.2,6.115684069407113,set_cost_weights,agent,Prepared for upcoming on-peak hours and evening high temperature demand by raising comfort weight.,Prepared for upcoming on-peak hours and evening high temperature demand by raising comfort weight.,1.0,2.5,0.0,39.0,0.6,0.35,0.05,7.338697650944995
2026-04-02 00:50:00,proactive,2026-04-02 00:45:00,2026-04-02 00:49:00,37.79319407295803,39.0,1.518109363158527,1.518109363158527,1.8437950326520962,11.623717745751412,0.14057193684075892,11.425654184722179,0.0009686431454792845,0,20.43,20.0,20.070491803278692,-0.4299999999999997,none,none,-1,1.0,2.5,0.0,39.0,0.6,0.35,0.05,1.3861887397275934,set_cost_weights,agent,"Forecast shows a significant temperature increase in the evening, and the next on-peak period is approaching. Raising comfort weight prepares for potential discomfort while balancing cost.","Forecast shows a significant temperature increase in the evening, and the next on-peak period is approaching. Raising comfort weight prepares for potential discomfort while balancing cost.",1.0,2.5,0.0,39.0,0.7,0.25,0.05,1.6156857004330731
2026-04-02 01:00:00,proactive,2026-04-02 00:55:00,2026-04-02 00:59:00,38.92279090625154,39.0,0.21083706841017574,0.21083706841017574,0.45362582463524603,10.63484640511015,0.1755732104338075,10.431106089440972,0.0008862372004258456,0,20.0,20.0,20.0,0.0,night_cooler_preference,cooler,60,1.0,2.5,0.0,39.0,0.7,0.25,0.05,0.03333977185428869,set_cost_weights,agent,Prepared for cooler preference at night and higher energy cost during on-peak hours.,Prepared for cooler preference at night and higher energy cost during on-peak hours.,1.0,2.5,0.0,39.0,0.8,0.15,0.05,0.03689876159544256
2026-04-02 01:10:00,proactive,2026-04-02 01:05:00,2026-04-02 01:09:00,39.49600612230569,39.0,0.41091058024362326,-0.41091058024362326,0.49600612230568686,9.961456359066073,0.08820943733280395,9.838429009759121,0.0008301213632555061,0,20.0,20.0,20.0,0.0,night_cooler_preference,cooler,50,1.0,2.5,0.0,39.0,0.8,0.15,0.05,0.1363251018989601,set_cost_weights,agent,Prepared for the upcoming on-peak hours and cooler preference at night by slightly raising comfort weight.,Prepared for the upcoming on-peak hours and cooler preference at night by slightly raising comfort weight.,1.0,2.5,0.0,39.0,0.85,0.1,0.05,0.1443524164651399
2026-04-02 01:20:00,proactive,2026-04-02 01:15:00,2026-04-02 01:19:00,39.73192973255396,39.0,0.7022307816470459,-0.7022307816470459,0.731929732553958,9.422440486711654,0.06447341979540598,9.332892720812549,0.0007852033738926378,0,20.0,20.0,20.0,0.0,night_cooler_preference,cooler,40,1.0,2.5,0.0,39.0,0.85,0.1,0.05,0.4199450869952423,set_cost_weights,agent,Prepared for cooler preference at night and high temperature demand in the evening by raising comfort weight.,Prepared for cooler preference at night and high temperature demand in the evening by raising comfort weight.,1.0,2.5,0.0,39.0,0.8571428571428571,0.09523809523809523,0.047619047619047616,0.4234299909808317
2026-04-02 01:30:00,proactive,2026-04-02 01:25:00,2026-04-02 01:29:00,39.76371928975128,39.0,0.7676816020815096,-0.7676816020815096,0.769703635962621,9.043457596874884,0.04332589841043354,8.983559082195624,0.0007536214664062402,0,20.0,20.0,20.0,0.0,night_cooler_preference,cooler,30,1.0,2.5,0.0,39.0,0.8571428571428571,0.09523809523809523,0.047619047619047616,0.5058624967897499,set_cost_weights,agent,Prepared for cooler preference at night and high temperature demand in the evening by raising comfort weight.,Prepared for cooler preference at night and high temperature demand in the evening by raising comfort weight.,1.0,2.5,0.0,39.0,0.8571428571428571,0.09523809523809523,0.047619047619047616,0.5058624967897499
2026-04-02 01:40:00,proactive,2026-04-02 01:35:00,2026-04-02 01:39:00,39.681560649325256,39.0,0.7031164886978629,-0.7031164886978629,0.723483880706361,8.799822725105775,0.02631939044519623,8.76365938615017,0.0007333185604254813,0,20.0,20.0,20.0,0.0,night_cooler_preference,cooler,20,1.0,2.5,0.0,39.0,0.8571428571428571,0.09523809523809523,0.047619047619047616,0.4244466725115676,set_cost_weights,agent,Prepared for cooler preference at night and higher energy cost during on-peak hours.,Prepared for cooler preference at night and higher energy cost during on-peak hours.,1.0,2.5,0.0,39.0,0.8571428571428571,0.09523809523809523,0.047619047619047616,0.4244466725115676
