time,window_start,window_end,current_ti_C,current_tsp_C,mean_abs_error_C,mean_error_C,max_abs_error_C,power_mean_W,power_std_W,last_power_W,energy_kWh,error_sign_changes,kp_before,ki_before,kd_before,action,decision_source,rationale,kp_after,ki_after,kd_after
2026-04-02 00:05:00,2026-04-02 00:00:00,2026-04-02 00:04:00,22.31128724503445,39.0,17.818454105812673,17.818454105812673,18.97,14.25,0.0,14.25,0.0011875,0,1.0,3.0,0.0,increase_kp_ki_for_underheating,rules,rule-based reactive supervisor,1.1,3.2,0.0
2026-04-02 00:10:00,2026-04-02 00:05:00,2026-04-02 00:09:00,24.928184999705728,39.0,15.098565352051105,15.098565352051105,16.145132472068802,14.25,0.0,14.25,0.0011875,0,1.1,3.2,0.0,increase_kp_ki_for_underheating,rules,rule-based reactive supervisor,1.2100000000000002,3.4000000000000004,0.0
2026-04-02 00:15:00,2026-04-02 00:10:00,2026-04-02 00:14:00,27.306517604868564,39.0,12.626630751648884,12.626630751648884,13.577789313570655,14.25,0.0,14.25,0.0011875,0,1.2100000000000002,3.4000000000000004,0.0,increase_kp_ki_for_underheating,rules,rule-based reactive supervisor,1.3310000000000004,3.6000000000000005,0.0
2026-04-02 00:20:00,2026-04-02 00:15:00,2026-04-02 00:19:00,29.451048930977045,39.0,10.383442880149051,10.383442880149051,11.24449374189675,14.093398816852533,0.19225440713428335,13.87946494723499,0.0011744499014043775,0,1.3310000000000004,3.6000000000000005,0.0,increase_kp_ki_for_underheating,rules,rule-based reactive supervisor,1.4641000000000006,3.8000000000000007,0.0
2026-04-02 00:25:00,2026-04-02 00:20:00,2026-04-02 00:24:00,31.381230970653938,39.0,8.375346317643361,8.375346317643361,9.155829810804985,14.075153840034625,0.14618077150087802,13.907287401632757,0.0011729294866695522,0,1.4641000000000006,3.8000000000000007,0.0,increase_kp_ki_for_underheating,rules,rule-based reactive supervisor,1.6105100000000008,4.000000000000001,0.0
2026-04-02 00:30:00,2026-04-02 00:25:00,2026-04-02 00:29:00,33.12139564881423,39.0,6.555191749181138,6.555191749181138,7.261052791172368,13.940995925939726,0.2650027054715302,13.606335459108815,0.0011617496604949768,0,1.6105100000000008,4.000000000000001,0.0,increase_kp_ki_for_underheating,rules,rule-based reactive supervisor,1.771561000000001,4.200000000000001,0.0
2026-04-02 00:35:00,2026-04-02 00:30:00,2026-04-02 00:34:00,34.66973001961344,39.0,4.932830521951816,4.932830521951816,5.5662330037710746,13.782700862885097,0.31398614521284696,13.353915372897406,0.0011485584052404246,0,1.771561000000001,4.200000000000001,0.0,increase_kp_ki_for_underheating,rules,rule-based reactive supervisor,1.9487171000000014,4.400000000000001,0.0
2026-04-02 00:40:00,2026-04-02 00:35:00,2026-04-02 00:39:00,36.03784920574855,39.0,3.4923797310997187,3.4923797310997187,4.057612528865164,13.5673134350465,0.4073079266875807,13.006110046740746,0.0011306094529205417,0,1.9487171000000014,4.400000000000001,0.0,increase_kp_ki_for_underheating,rules,rule-based reactive supervisor,2.1435888100000016,4.600000000000001,0.0
2026-04-02 00:45:00,2026-04-02 00:40:00,2026-04-02 00:44:00,37.173171373931744,39.0,2.260233183259582,2.260233183259582,2.7297223410319944,12.961976720020427,0.45211786597599185,12.34491354122711,0.0010801647266683691,0,2.1435888100000016,4.600000000000001,0.0,increase_kp_ki_for_underheating,rules,rule-based reactive supervisor,2.357947691000002,4.800000000000002,0.0
2026-04-02 00:50:00,2026-04-02 00:45:00,2026-04-02 00:49:00,38.048936840561,39.0,1.2802549773655714,1.2802549773655714,1.6431255068980661,12.149114393216724,0.4426143838967277,11.550079144540089,0.001012426199434727,0,2.357947691000002,4.800000000000002,0.0,hold,rules,rule-based reactive supervisor,2.357947691000002,4.800000000000002,0.0
