time,decision_mode,window_start,window_end,current_ti_C,current_tsp_C,mean_abs_error_C,mean_error_C,max_abs_error_C,power_mean_W,power_std_W,last_power_W,energy_kWh,error_sign_changes,Ta_now_C,Ta_future_C,Ta_mean_future_C,Ta_delta_next_1h_C,next_habit_label,next_habit_type,minutes_to_next_habit,kp_before,ki_before,kd_before,setpoint_before_C,comfort_weight_before,energy_weight_before,response_weight_before,weighted_cost_before,action,decision_source,reason,rationale,kp_after,ki_after,kd_after,setpoint_after_C,comfort_weight_after,energy_weight_after,response_weight_after,weighted_cost_after
2026-04-02 08:10:00,proactive,2026-04-02 08:05:00,2026-04-02 08:09:00,26.50425294239523,39.0,13.512907438722968,13.512907438722968,14.555132472068792,14.155662053847607,0.07929703647495134,14.120228686113228,0.0011796385044873007,0,21.62,22.71,21.816557377049183,1.0899999999999999,none,none,-1,1.0,2.5,0.0,39.0,0.34,0.33,0.33,62.0874499579712,set_cost_weights,agent,Raising comfort weight due to upcoming evening high temperature demand and user objective of maintaining a comfortable temperature.,Raising comfort weight due to upcoming evening high temperature demand and user objective of maintaining a comfortable temperature.,1.0,2.5,0.0,39.0,0.45,0.35,0.2,82.17353527932505
2026-04-02 08:20:00,proactive,2026-04-02 08:15:00,2026-04-02 08:19:00,30.96925391858937,39.0,8.854852107732281,8.854852107732281,9.699367216811549,13.92614651829237,0.08089603846661628,13.805181014979034,0.0011605122098576975,0,21.62,22.71,21.995245901639347,1.0899999999999999,none,none,-1,1.0,2.5,0.0,39.0,0.45,0.35,0.2,35.28785087062211,set_cost_weights,agent,Increase comfort weight to prepare for evening temperature rise and user preference.,Increase comfort weight to prepare for evening temperature rise and user preference.,1.0,2.5,0.0,39.0,0.5,0.3,0.2,39.207690907007716
2026-04-02 08:30:00,proactive,2026-04-02 08:25:00,2026-04-02 08:29:00,34.41501059456218,39.0,5.201664110515992,5.201664110515992,5.838813732160119,13.089558954852842,0.14623403195192844,12.88023558654594,0.0010907965795710702,0,21.62,22.71,22.173934426229515,1.0899999999999999,none,none,-1,1.0,2.5,0.0,39.0,0.5,0.3,0.2,13.53194821093581,set_cost_weights,agent,Raising comfort weight to prepare for evening temperature increase and user preference for stability during sleep.,Raising comfort weight to prepare for evening temperature increase and user preference for stability during sleep.,1.0,2.5,0.0,39.0,0.6,0.3,0.1,16.2376686318578
2026-04-02 08:40:00,proactive,2026-04-02 08:35:00,2026-04-02 08:39:00,36.86460838323601,39.0,2.560327067321242,2.560327067321242,3.003111735246442,11.977053538067235,0.16246763792363433,11.747402586963984,0.0009980877948389361,0,21.62,22.71,22.352622950819676,1.0899999999999999,none,none,-1,1.0,2.5,0.0,39.0,0.6,0.3,0.1,3.9361720772014124,set_cost_weights,agent,Prepare for evening temperature rise and prioritize comfort,Prepare for evening temperature rise and prioritize comfort,1.0,2.5,0.0,39.0,0.7,0.2,0.1,4.590701458572353
2026-04-02 08:50:00,proactive,2026-04-02 08:45:00,2026-04-02 08:49:00,38.45993668265965,39.0,0.806621522594645,0.806621522594645,1.087296562323992,10.860706393488906,0.1500989205090097,10.64996758611319,0.0009050588661240756,0,21.62,22.71,22.53131147540984,1.0899999999999999,none,none,-1,1.0,2.5,0.0,39.0,0.7,0.2,0.1,0.4572680091828043,set_cost_weights,agent,Preparation for evening temperature rise and user comfort preference.,Preparation for evening temperature rise and user comfort preference.,1.0,2.5,0.0,39.0,0.8,0.15,0.05,0.5218737603452707
2026-04-02 09:00:00,proactive,2026-04-02 08:55:00,2026-04-02 08:59:00,39.394291002853834,39.0,0.19467468433015397,-0.19467468433015397,0.39429100285383356,9.938849807444752,0.17960331765392845,9.713721499890532,0.0008282374839537294,0,22.71,22.71,22.710000000000004,0.0,none,none,-1,1.0,2.5,0.0,39.0,0.8,0.15,0.05,0.031568885116269735,set_cost_weights,agent,Prepared for evening comfort with higher tariff in the on-peak hours,Prepared for evening comfort with higher tariff in the on-peak hours,1.0,2.5,0.0,39.0,0.9,0.05,0.05,0.03453047090422051
2026-04-02 09:10:00,proactive,2026-04-02 09:05:00,2026-04-02 09:09:00,39.99597708951899,39.0,0.9098085582670435,-0.9098085582670435,0.9959770895189877,8.958335887275188,0.11908437743766452,8.792577086739907,0.0007465279906062657,0,22.71,22.71,22.710000000000004,0.0,none,none,-1,1.0,2.5,0.0,39.0,0.9,0.05,0.05,0.7453532072256527,set_cost_weights,agent,Raising comfort weight to prepare for evening temperature increase and ensuring stability during sleep period.,Raising comfort weight to prepare for evening temperature increase and ensuring stability during sleep period.,1.0,2.5,0.0,39.0,0.9,0.05,0.05,0.7453532072256527
2026-04-02 09:20:00,proactive,2026-04-02 09:15:00,2026-04-02 09:19:00,40.19021513566879,39.0,1.1727999922121897,-1.1727999922121897,1.1902151356687867,8.243896691818373,0.08368425495442679,8.127911357974549,0.0006869913909848642,0,22.71,22.71,22.71,0.0,none,none,-1,1.0,2.5,0.0,39.0,0.9,0.05,0.05,1.2382590596144922,set_cost_weights,agent,Raising comfort weight to prepare for evening high temperature demand and ensuring stability during sleep.,Raising comfort weight to prepare for evening high temperature demand and ensuring stability during sleep.,1.0,2.5,0.0,39.0,0.9,0.05,0.05,1.2382590596144922
2026-04-02 09:30:00,proactive,2026-04-02 09:25:00,2026-04-02 09:29:00,40.14001627104359,39.0,1.1618513296325859,-1.1618513296325859,1.1808401744121753,7.7617424121729215,0.05376560558669153,7.687607910731639,0.0006468118676810768,0,22.71,22.71,22.710000000000004,0.0,none,none,-1,1.0,2.5,0.0,39.0,0.9,0.05,0.05,1.2152327786718125,set_cost_weights,agent,Raising comfort weight to prepare for evening temperature peak and user preference.,Raising comfort weight to prepare for evening temperature peak and user preference.,1.0,2.5,0.0,39.0,0.9,0.05,0.05,1.2152327786718125
2026-04-02 09:40:00,proactive,2026-04-02 09:35:00,2026-04-02 09:39:00,39.96484376806872,39.0,1.0049560823095292,-1.0049560823095292,1.043965264290307,7.467214139180318,0.030684507361381248,7.425229054605575,0.0006222678449316932,0,22.71,22.71,22.709999999999997,0.0,none,none,-1,1.0,2.5,0.0,39.0,0.9,0.05,0.05,0.9092544203910693,set_cost_weights,agent,Raising comfort weight to prepare for evening temperature increase and user preference.,Raising comfort weight to prepare for evening temperature increase and user preference.,1.0,2.5,0.0,39.0,0.9,0.05,0.05,0.9092544203910693
