time,window_start,window_end,current_ti_C,current_tsp_C,mean_abs_error_C,mean_error_C,max_abs_error_C,power_mean_W,power_std_W,last_power_W,energy_kWh,error_sign_changes,kp_before,ki_before,kd_before,action,decision_source,rationale,kp_after,ki_after,kd_after
2026-04-02 08:05:00,2026-04-02 08:00:00,2026-04-02 08:04:00,23.90128724503446,38.0,15.22845410581267,15.22845410581267,16.38,14.25,0.0,14.25,0.0011875,0,1.0,2.5,0.0,hold,agent,The current PID gains are performing adequately with minimal error and no oscillation.,1.0,2.5,0.0
2026-04-02 08:10:00,2026-04-02 08:05:00,2026-04-02 08:09:00,26.499016129862593,38.0,12.518358685913682,12.518358685913682,13.555132472068792,14.125950845957927,0.010410639623263643,14.108975263036092,0.0011771625704964943,0,1.0,2.5,0.0,set_pid,agent,Increased integral gain to address the persistent error and improve tracking accuracy.,1.0,2.7,0.0
2026-04-02 08:15:00,2026-04-02 08:10:00,2026-04-02 08:14:00,28.820224346499494,38.0,10.08168403951796,10.08168403951796,11.01240224282705,13.889131354416012,0.18122268334991906,13.76922716579541,0.001157427612868001,0,1.0,2.7,0.0,hold,agent,The current PID gains are performing adequately with minimal error and no oscillation.,1.0,2.7,0.0
2026-04-02 08:20:00,2026-04-02 08:15:00,2026-04-02 08:19:00,30.874819624630693,38.0,7.927126656723184,7.927126656723184,8.749139313282818,13.623280728341456,0.08311210665928535,13.498235385426927,0.0011352733940284544,0,1.0,2.7,0.0,increase_kp_ki_for_underheating,injected_rule_failure,supervisor failure injected; using rule-based fallback,1.1,2.9000000000000004,0.0
2026-04-02 08:25:00,2026-04-02 08:20:00,2026-04-02 08:24:00,32.794541518639505,38.0,5.96191715991853,5.96191715991853,6.74460942123536,13.976088147114556,0.20067627958537426,13.685944680067923,0.0011646740122595466,0,1.1,2.9000000000000004,0.0,hold,agent,The current PID gains are performing adequately with minimal error and no oscillation.,1.1,2.9000000000000004,0.0
2026-04-02 08:30:00,2026-04-02 08:25:00,2026-04-02 08:29:00,34.42645959811496,38.0,4.200912410439914,4.200912410439914,4.853510726675765,13.221007184702803,0.22185613618397185,12.90605529183457,0.0011017505987252333,0,1.1,2.9000000000000004,0.0,set_pid,agent,Increased integral gain to address the persistent error and improve tracking accuracy.,1.1,3.1000000000000005,0.0
2026-04-02 08:35:00,2026-04-02 08:30:00,2026-04-02 08:34:00,35.849047954562,38.0,2.70490131100688,2.70490131100688,3.2846091933236394,13.018072350702203,0.25389494226718423,12.658950882081278,0.001084839362558517,0,1.1,3.1000000000000005,0.0,increase_kp_ki_for_underheating,injected_rule_failure,supervisor failure injected; using rule-based fallback,1.2100000000000002,3.3000000000000007,0.0
2026-04-02 08:40:00,2026-04-02 08:35:00,2026-04-02 08:39:00,37.1145084687362,38.0,1.3774808462952166,1.3774808462952166,1.8991346708539822,12.878868194590073,0.3366918407322812,12.407213916504999,0.0010732390162158396,0,1.2100000000000002,3.3000000000000007,0.0,hold,injected_rule_failure,supervisor failure injected; using rule-based fallback,1.2100000000000002,3.3000000000000007,0.0
2026-04-02 08:45:00,2026-04-02 08:40:00,2026-04-02 08:44:00,38.06722528932504,38.0,0.2809701278256199,0.2809701278256199,0.6680033137235455,11.741902689057763,0.3020745018314693,11.413035948827842,0.0009784918907548136,0,1.2100000000000002,3.3000000000000007,0.0,hold,agent,The controller is currently performing well with minimal error and no oscillation.,1.2100000000000002,3.3000000000000007,0.0
2026-04-02 08:50:00,2026-04-02 08:45:00,2026-04-02 08:49:00,38.73814228606488,38.0,0.4922257520934096,-0.4922257520934096,0.7381422860648783,10.75031198966447,0.26272341149587203,10.384521700863651,0.0008958593324720391,0,1.2100000000000002,3.3000000000000007,0.0,hold,injected_rule_failure,supervisor failure injected; using rule-based fallback,1.2100000000000002,3.3000000000000007,0.0
