time,decision_mode,window_start,window_end,current_ti_C,current_tsp_C,mean_abs_error_C,mean_error_C,max_abs_error_C,power_mean_W,power_std_W,last_power_W,energy_kWh,error_sign_changes,Ta_now_C,Ta_future_C,Ta_mean_future_C,Ta_delta_next_1h_C,next_habit_label,next_habit_type,minutes_to_next_habit,kp_before,ki_before,kd_before,setpoint_before_C,comfort_weight_before,energy_weight_before,response_weight_before,weighted_cost_before,action,decision_source,reason,rationale,kp_after,ki_after,kd_after,setpoint_after_C,comfort_weight_after,energy_weight_after,response_weight_after,weighted_cost_after
2026-04-02 15:10:00,proactive,2026-04-02 15:05:00,2026-04-02 15:09:00,30.183411444576176,38.0,8.686442614807195,8.686442614807195,9.580249386477345,12.108787353982072,0.12504360800995495,11.926060264863098,0.0010090656128318393,0,25.95,26.0,25.959016393442624,0.05000000000000071,none,none,-1,1.0,2.5,0.0,38.0,0.34,0.33,0.33,25.657812328785965,set_cost_weights,agent,"Increase comfort weight due to upcoming guests and evening high temperature demand event at 18:00, while maintaining energy savings.","Increase comfort weight due to upcoming guests and evening high temperature demand event at 18:00, while maintaining energy savings.",1.0,2.5,0.0,38.0,0.5,0.25,0.25,37.729684564313835
2026-04-02 15:20:00,proactive,2026-04-02 15:15:00,2026-04-02 15:19:00,33.76075146252473,38.0,4.873235648850523,4.873235648850523,5.5300055619680535,11.000351507674916,0.17892255122838407,10.745577723642118,0.0009166959589729096,0,25.95,26.0,25.9672131147541,0.05000000000000071,none,none,-1,1.0,2.5,0.0,38.0,0.5,0.25,0.25,11.876543997597508,set_cost_weights,agent,"Increase comfort weight due to guests coming at 6 PM and evening high temperature demand, reduce energy weight as tariff will be on-peak soon","Increase comfort weight due to guests coming at 6 PM and evening high temperature demand, reduce energy weight as tariff will be on-peak soon",1.0,2.5,0.0,38.0,0.75,0.15,0.1,17.81271007609366
2026-04-02 15:30:00,proactive,2026-04-02 15:25:00,2026-04-02 15:29:00,36.23620041330949,38.0,2.1885000492165885,2.1885000492165885,2.632392875055359,9.694564475999533,0.18470184359504208,9.434145080946344,0.0008078803729999611,0,25.95,26.0,25.975409836065573,0.05000000000000071,none,none,-1,1.0,2.5,0.0,38.0,0.75,0.15,0.1,3.593377969758728,set_cost_weights,agent,Increase comfort weight due to upcoming evening high temperature demand and guests arriving at 6 PM.,Increase comfort weight due to upcoming evening high temperature demand and guests arriving at 6 PM.,1.0,2.5,0.0,38.0,0.85,0.1,0.05,4.071918876047594
2026-04-02 15:40:00,proactive,2026-04-02 15:35:00,2026-04-02 15:39:00,37.797140033421975,38.0,0.45977387996008046,0.45977387996008046,0.73145421190722,8.452322381214804,0.16381607571121765,8.222712444598006,0.0007043601984345672,0,25.95,26.0,25.983606557377048,0.05000000000000071,none,none,-1,1.0,2.5,0.0,38.0,0.85,0.1,0.05,0.1803941855335105,set_cost_weights,agent,Increase comfort weight due to guests coming at 6 PM and upcoming evening high temperature demand.,Increase comfort weight due to guests coming at 6 PM and upcoming evening high temperature demand.,1.0,2.5,0.0,38.0,0.9,0.05,0.05,0.19061160646897055
2026-04-02 15:50:00,proactive,2026-04-02 15:45:00,2026-04-02 15:49:00,38.665004090426756,38.0,0.5318277545955269,-0.5318277545955269,0.6650040904267556,7.405556967069762,0.13134289363660911,7.22229624586824,0.0006171297472558134,0,25.95,26.0,25.991803278688526,0.05000000000000071,none,none,-1,1.0,2.5,0.0,38.0,0.9,0.05,0.05,0.25486949707201684,set_cost_weights,agent,"Increase comfort weight due to guests coming at 6 PM and evening high temperature demand, while slightly raising energy cost to prepare for on-peak hours.","Increase comfort weight due to guests coming at 6 PM and evening high temperature demand, while slightly raising energy cost to prepare for on-peak hours.",1.0,2.5,0.0,38.0,0.9,0.05,0.05,0.25486949707201684
2026-04-02 16:00:00,proactive,2026-04-02 15:55:00,2026-04-02 15:59:00,39.04429351009095,38.0,0.9949615511247785,-0.9949615511247785,1.0442935100909523,6.599984657276084,0.09675649167630454,6.465543599123125,0.0005499987214396736,0,26.0,26.0,26.0,0.0,none,none,-1,1.0,2.5,0.0,38.0,0.9,0.05,0.05,0.891230943912637,set_cost_weights,agent,"Increase comfort weight due to upcoming evening high temperature demand and guests arriving at 6 PM, while slightly reducing energy cost weight.","Increase comfort weight due to upcoming evening high temperature demand and guests arriving at 6 PM, while slightly reducing energy cost weight.",1.0,2.5,0.0,38.0,0.9,0.05,0.05,0.891230943912637
2026-04-02 16:10:00,proactive,2026-04-02 16:05:00,2026-04-02 16:09:00,39.119678719684536,38.0,1.120795890537454,-1.120795890537454,1.1228067103135615,6.021792378236857,0.06673421802757382,5.929473671942141,0.0005018160315197381,0,26.0,26.0,26.0,0.0,none,none,-1,1.0,2.5,0.0,38.0,0.9,0.05,0.05,1.1308170900095345,set_cost_weights,agent,Increase comfort weight due to upcoming evening high temperature demand and user's preference for guests at 6 PM.,Increase comfort weight due to upcoming evening high temperature demand and user's preference for guests at 6 PM.,1.0,2.5,0.0,38.0,0.9,0.05,0.05,1.1308170900095345
2026-04-02 16:20:00,proactive,2026-04-02 16:15:00,2026-04-02 16:19:00,39.01470903709718,38.0,1.043973074863129,-1.043973074863129,1.0712970296295055,5.6442234506992905,0.04112198681315502,5.587669358811986,0.0004703519542249408,0,26.0,26.0,26.0,0.0,none,none,-1,1.0,2.5,0.0,38.0,0.9,0.05,0.05,0.9811273952910231,set_cost_weights,agent,Increase comfort weight to prepare for evening high temperature demand and ensure the room is comfortable for guests arriving at 6 PM.,Increase comfort weight to prepare for evening high temperature demand and ensure the room is comfortable for guests arriving at 6 PM.,1.0,2.5,0.0,38.0,0.9,0.05,0.05,0.9811273952910231
2026-04-02 16:30:00,proactive,2026-04-02 16:25:00,2026-04-02 16:29:00,38.826357994976405,38.0,0.8669605663497493,-0.8669605663497493,0.9069954503882798,5.424760614732787,0.022001036370245548,5.394796863314765,0.0004520633845610656,0,26.0,26.0,26.0,0.0,none,none,-1,1.0,2.5,0.0,38.0,0.9,0.05,0.05,0.67668471212357,set_cost_weights,agent,"Increase comfort weight due to upcoming evening high temperature demand and guests arriving at 6 PM, while slightly reducing energy cost weight as the tariff remains on-peak.","Increase comfort weight due to upcoming evening high temperature demand and guests arriving at 6 PM, while slightly reducing energy cost weight as the tariff remains on-peak.",1.0,2.5,0.0,38.0,0.9,0.05,0.05,0.67668471212357
2026-04-02 16:40:00,proactive,2026-04-02 16:35:00,2026-04-02 16:39:00,38.61763078136439,38.0,0.6590559646318368,-0.6590559646318368,0.7007255404162578,5.318876454365617,0.008859752173378432,5.30711169133352,0.00044323970453046804,0,26.0,26.0,26.0,0.0,none,none,-1,1.0,2.5,0.0,38.0,0.9,0.05,0.05,0.3911409272452306,set_cost_weights,agent,Increase comfort weight due to upcoming evening high temperature demand and guests arriving at 6 PM.,Increase comfort weight due to upcoming evening high temperature demand and guests arriving at 6 PM.,1.0,2.5,0.0,38.0,0.9,0.05,0.05,0.3911409272452306
