time,window_start,window_end,current_ti_C,current_tsp_C,mean_abs_error_C,mean_error_C,max_abs_error_C,power_mean_W,power_std_W,last_power_W,energy_kWh,error_sign_changes,kp_before,ki_before,kd_before,action,decision_source,rationale,kp_after,ki_after,kd_after
2026-04-02 08:05:00,2026-04-02 08:00:00,2026-04-02 08:04:00,23.90128724503446,38.0,15.22845410581267,15.22845410581267,16.38,14.25,0.0,14.25,0.0011875,0,1.0,3.0,0.0,hold,agent,The current PID gains are performing adequately with minimal error and no oscillation.,1.0,3.0,0.0
2026-04-02 08:10:00,2026-04-02 08:05:00,2026-04-02 08:09:00,26.485318983829664,38.0,12.519242258612893,12.519242258612893,13.555132472068792,14.03715476065698,0.17755005009683544,13.993364069728091,0.0011697628967214154,0,1.0,3.0,0.0,hold,agent,The current PID gains are performing adequately with minimal error and no oscillation.,1.0,3.0,0.0
2026-04-02 08:15:00,2026-04-02 08:10:00,2026-04-02 08:14:00,28.836083821760283,38.0,10.089735199718868,10.089735199718868,11.030600596324259,14.128550891046459,0.038977073194255175,14.165033031727189,0.0011773792409205382,0,1.0,3.0,0.0,increase_kp_ki_for_underheating,injected_rule_failure,supervisor failure injected; using rule-based fallback,1.1,3.2,0.0
2026-04-02 08:20:00,2026-04-02 08:15:00,2026-04-02 08:19:00,30.985003418859165,38.0,7.853473624459028,7.853473624459028,8.717281856168096,14.091950551193591,0.19477071088829298,13.820737418644379,0.0011743292125994658,0,1.1,3.2,0.0,increase_kp_ki_for_underheating,injected_rule_failure,supervisor failure injected; using rule-based fallback,1.2100000000000002,3.4000000000000004,0.0
2026-04-02 08:25:00,2026-04-02 08:20:00,2026-04-02 08:24:00,32.90269475595141,38.0,5.844841676942086,5.844841676942086,6.623232277103661,13.934899315021472,0.27257638368337345,13.581682310094479,0.0011612416095851223,0,1.2100000000000002,3.4000000000000004,0.0,hold,agent,The current PID gains are performing adequately with minimal error and no oscillation.,1.2100000000000002,3.4000000000000004,0.0
2026-04-02 08:30:00,2026-04-02 08:25:00,2026-04-02 08:29:00,34.50502019714536,38.0,4.110881323997324,4.110881323997324,4.751698786820818,13.122564777451368,0.22110787776741964,12.8076182347157,0.0010935470647876137,0,1.2100000000000002,3.4000000000000004,0.0,set_pid,agent,"The current error is slightly high, suggesting a small increase in proportional gain might help improve response speed without introducing instability.",1.25,3.4,0.0
2026-04-02 08:35:00,2026-04-02 08:30:00,2026-04-02 08:34:00,35.82046677664683,38.0,2.68320480034735,2.68320480034735,3.2115896420906296,12.418081936372683,0.2517168080368183,12.063350562551465,0.0010348401613643904,0,1.25,3.4,0.0,hold,agent,The current PID controller is performing adequately with minimal error and no oscillation.,1.25,3.4,0.0
2026-04-02 08:40:00,2026-04-02 08:35:00,2026-04-02 08:39:00,36.84782258632112,38.0,1.5410651657094518,1.5410651657094518,1.951699967156408,11.54989618877438,0.2381110446943546,11.215790930742948,0.0009624913490645315,0,1.25,3.4,0.0,hold,agent,The current PID controller is performing adequately with minimal error and no oscillation.,1.25,3.4,0.0
2026-04-02 08:45:00,2026-04-02 08:40:00,2026-04-02 08:44:00,37.61908387978473,38.0,0.6705119369962389,0.6705119369962389,0.9786989694088035,10.744629698717368,0.2166616294122429,10.44169269606237,0.0008953858082264474,0,1.25,3.4,0.0,hold,agent,The current PID gains are performing adequately with minimal error and no oscillation.,1.25,3.4,0.0
2026-04-02 08:50:00,2026-04-02 08:45:00,2026-04-02 08:49:00,38.1688950000304,38.0,0.05078360485657356,0.05078360485657356,0.2539180242828678,10.043415739906695,0.1269590121414339,9.97993623383598,0.0008369513116588914,0,1.25,3.4,0.0,hold,agent,The controller is currently performing well with minimal error and no oscillation.,1.25,3.4,0.0
